gene	mean_diff	tstat	p	n_old	n_young	fdr
ENSG00000163001	-0.05607199719016531	-3.6019433626136044	0.00041199456177871036	88	90	0.063499059307196
ENSG00000130584	-0.1603488796848127	-3.5994085313296775	0.00041887691724408634	88	90	0.063499059307196
ENSG00000271976	-0.09657713597890161	-3.5958621013290313	0.00042243738694642093	88	90	0.063499059307196
ENSG00000160058	-0.05481882368386115	-3.601246762733782	0.0004251299777361212	88	90	0.063499059307196
ENSG00000170921	-0.14921947019053317	-3.6010869638779397	0.0004251902826527377	88	90	0.063499059307196
ENSG00000153048	-0.06594505250633054	-3.5930346104935684	0.0004256117197461618	88	90	0.063499059307196
ENSG00000101843	-0.06470379648958602	-3.604485206163641	0.0004270654319157576	88	90	0.063499059307196
ENSG00000167315	-0.06852129878745572	-3.589721193946993	0.00043172498581261695	88	90	0.06363849596905119
ENSG00000166173	-0.13888797552329946	-3.5782246172176295	0.00046335194636225595	88	90	0.06709811118843191
ENSG00000101849	-0.11250138397186049	-3.571082755632629	0.0004663487272812301	88	90	0.06709811118843191
ENSG00000123352	-0.08562431975731366	-3.573789589318356	0.0004674433518074738	88	90	0.06709811118843191
ENSG00000100532	-0.10057559979425257	-3.5643343393665985	0.000470891475677632	88	90	0.06709811118843191
ENSG00000272604	-0.11788735954148089	-3.5529010195967086	0.0004896088744725579	88	90	0.06877057313539023
ENSG00000235217	-0.13379708657937428	-3.551312228948774	0.0004951616477813496	88	90	0.06877057313539023
ENSG00000162426	-0.18228040533716916	-3.549034955337266	0.0004966130373336605	88	90	0.06877057313539023
ENSG00000174007	-0.15223244928937207	-3.550815665901157	0.0004987163617046839	88	90	0.06877057313539023
ENSG00000064042	-0.14856471859007403	-3.5435776413838895	0.0005059391979109325	88	90	0.06920843476063228
ENSG00000109944	-0.16394496069133813	-3.5456853238168717	0.0005103873219238004	88	90	0.06926280013948463
ENSG00000203879	-0.05860957067681749	-3.5416433554841262	0.0005152200232187925	88	90	0.0693025438125693
ENSG00000091542	-0.05230090758851125	-3.535436926653031	0.0005203891333559745	88	90	0.0693025438125693
ENSG00000168000	-0.12872375798003355	-3.5361376331379146	0.0005234897630467926	88	90	0.0693025438125693
ENSG00000152242	-0.10404356704283924	-3.54097567572069	0.0005268922566017901	88	90	0.0693025438125693
ENSG00000131437	-0.13390374899103108	-3.5239844433351344	0.0005436576057610713	88	90	0.07002306526468317
ENSG00000204634	-0.0985828153958872	-3.522525650835084	0.0005449001391385111	88	90	0.07002306526468317
ENSG00000101665	-0.106578000410404	-3.534442654153482	0.0005463331403679606	88	90	0.07002306526468317
ENSG00000130766	-0.07727692995295721	-3.5206358128761255	0.0005487508477377359	88	90	0.07002306526468317
ENSG00000175182	-0.10078020479111593	-3.5174097003505165	0.0005656394950440878	88	90	0.0716434794500656
ENSG00000151332	-0.11412574869662118	-3.5180963929998503	0.0005703685919897248	88	90	0.07171126878259049
ENSG00000197563	-0.10688099828976694	-3.4991028731891443	0.0005955413685827905	88	90	0.07302032636233592
ENSG00000175387	-0.08914124835748605	-3.500870054155112	0.0005977851505870228	88	90	0.07302032636233592
ENSG00000141644	-0.0636498740537017	-3.5023764448745203	0.0005994735508953193	88	90	0.07302032636233592
ENSG00000006210	-0.12911098031468127	-3.4956956862393995	0.0006019633132719929	88	90	0.07302032636233592
ENSG00000167323	-0.07207841763708922	-3.4989734178764955	0.0006021326403350702	88	90	0.07302032636233592
ENSG00000064692	-0.24715448866411993	-3.493505306096588	0.0006079556727244523	88	90	0.07320728202757332
ENSG00000130921	-0.0825487291607665	-3.4922363832765098	0.0006142860561086344	88	90	0.07345228862518559
ENSG00000068971	-0.07702576665797967	-3.4802600790318072	0.0006457528035205497	88	90	0.07634547992887111
ENSG00000181264	-0.1151388738789545	-3.473035768856669	0.0006510823459280545	88	90	0.07634547992887111
ENSG00000180901	-0.06617141339219623	-3.4733164793242266	0.0006520956137866977	88	90	0.07634547992887111
ENSG00000140259	-0.05681894134990628	-3.467807767859548	0.0006639973462889469	88	90	0.07634547992887111
ENSG00000154122	-0.10327627101942705	-3.4672183938847936	0.0006705168943379021	88	90	0.07634547992887111
ENSG00000164040	-0.05047132237845586	-3.4695723108316794	0.0006714666421264818	88	90	0.07634547992887111
ENSG00000174282	-0.0638796035899376	-3.4658837286289153	0.0006725316817756231	88	90	0.07634547992887111
ENSG00000116209	-0.04511305214963679	-3.463711026135236	0.0006742012672822701	88	90	0.07634547992887111
ENSG00000174502	0.38497033038637474	3.4599616072629855	0.0006833130626868753	88	90	0.07685822589883101
ENSG00000023909	-0.11853864049314478	-3.453787170778955	0.000698476737019243	88	90	0.07685822589883101
ENSG00000115998	-0.07463834463574992	-3.4506052549503825	0.0007070273019736081	88	90	0.07685822589883101
ENSG00000139112	-0.07480925277613926	-3.449026515764587	0.0007093430812111575	88	90	0.07685822589883101
ENSG00000237187	-0.17102253283942903	-3.4445529499032697	0.0007150601160642803	88	90	0.07685822589883101
ENSG00000135622	-0.10010674249350915	-3.4444950929110836	0.0007185252251342948	88	90	0.07685822589883101
ENSG00000122696	-0.0913978366970758	-3.4446683991937666	0.0007225360250700684	88	90	0.07685822589883101
ENSG00000116005	-0.07427040525993567	-3.4411463587019147	0.0007275621486550971	88	90	0.07685822589883101
ENSG00000170175	-0.1048417425423962	-3.436926389734682	0.0007344994340864533	88	90	0.07685822589883101
ENSG00000235106	-0.09803264439211068	-3.436872163690117	0.0007349790603722778	88	90	0.07685822589883101
ENSG00000102057	-0.15185840765021807	-3.4432464281882056	0.0007357124169267775	88	90	0.07685822589883101
ENSG00000154803	-0.09537564575400781	-3.441661797036888	0.000740870466217591	88	90	0.07685822589883101
ENSG00000158423	-0.165613748051598	-3.4361807143428087	0.0007434081176735172	88	90	0.07685822589883101
ENSG00000217648	-0.13706005332454518	-3.4338580154890836	0.0007515890032898151	88	90	0.07685822589883101
ENSG00000157625	-0.09305310738857697	-3.432308324795481	0.0007529412247178869	88	90	0.07685822589883101
ENSG00000113761	-0.0851333402722827	-3.436645584837867	0.0007545360579480738	88	90	0.07685822589883101
ENSG00000076351	-0.1464122137808761	-3.4313537192503225	0.0007551425200891051	88	90	0.07685822589883101
ENSG00000176148	-0.11018899960566131	-3.4261409472068025	0.0007641680341765837	88	90	0.077243266933652
ENSG00000100583	-0.17906397189425416	-3.4213542789159836	0.0007747412825602563	88	90	0.077243266933652
ENSG00000166971	-0.07907146173348822	-3.42367305614332	0.0007791849515337238	88	90	0.077243266933652
ENSG00000197885	-0.10490007662961531	-3.422094833362416	0.0007875165685447452	88	90	0.077243266933652
ENSG00000092969	-0.24182359809746456	-3.417876317791132	0.00078942708058953	88	90	0.077243266933652
ENSG00000271851	-0.12067626231481776	-3.4158769692965323	0.0007895231463994532	88	90	0.077243266933652
ENSG00000129625	-0.037385993510844706	-3.4191430564949763	0.0007977621420520025	88	90	0.077243266933652
ENSG00000186205	0.14790088464145823	3.40878840173251	0.0008091142589121011	88	90	0.077243266933652
ENSG00000165861	-0.07498573484890603	-3.411806245706953	0.0008134718858970539	88	90	0.077243266933652
ENSG00000198513	-0.16020242695246023	-3.407132737468137	0.0008168815526880394	88	90	0.077243266933652
ENSG00000172331	-0.08148791957952328	-3.4079468871477783	0.000819443648845687	88	90	0.077243266933652
ENSG00000039139	-0.20133974815249145	-3.404787920932514	0.0008203515936210747	88	90	0.077243266933652
ENSG00000269556	-0.08835623781783197	-3.4088805591186366	0.0008230741797053155	88	90	0.077243266933652
ENSG00000223891	-0.1020398941083176	-3.4028753243348566	0.000826538587550159	88	90	0.077243266933652
ENSG00000246695	-0.16372664798338432	-3.4026686143620606	0.0008274392593642803	88	90	0.077243266933652
ENSG00000134779	-0.07315275775943775	-3.398841869850823	0.0008370750296492846	88	90	0.077243266933652
ENSG00000135338	-0.15833904635932017	-3.3999872844145567	0.0008376619488689156	88	90	0.077243266933652
ENSG00000049769	-0.14936213988089775	-3.401242024070079	0.0008433200538270901	88	90	0.077243266933652
ENSG00000033627	-0.08006140647090687	-3.3921448289857525	0.0008567964863717058	88	90	0.077243266933652
ENSG00000184083	-0.12486877574218491	-3.3908870229667665	0.0008601743742020026	88	90	0.077243266933652
ENSG00000073150	-0.21704300183247716	-3.3902034662246776	0.0008621820411916657	88	90	0.077243266933652
ENSG00000116285	-0.10726126865625396	-3.398407660612702	0.0008628127644086558	88	90	0.077243266933652
ENSG00000131849	-0.14750102117094288	-3.390661915577195	0.0008631211160903852	88	90	0.077243266933652
ENSG00000167536	-0.12744869727827512	-3.3888303725271913	0.0008673435435558327	88	90	0.077243266933652
ENSG00000078142	-0.09444655474952324	-3.38811054925306	0.000873712038683666	88	90	0.07740726502306738
ENSG00000182220	-0.06428932321891967	-3.386267138530994	0.0008906708739359864	88	90	0.07832503578157995
ENSG00000154710	-0.10386822232768744	-3.3798169065784913	0.0008955029925942648	88	90	0.07832503578157995
ENSG00000072803	-0.07460179729765848	-3.3827100703193804	0.0009013723596380977	88	90	0.07832503578157995
ENSG00000163877	-0.07919319409131687	-3.386289123933165	0.0009023938270642289	88	90	0.07832503578157995
ENSG00000090565	-0.06626471864608163	-3.3748128860243356	0.0009104411035299946	88	90	0.07837547312468426
ENSG00000083290	-0.11728208040214572	-3.371569623281527	0.000920899820590941	88	90	0.07837547312468426
ENSG00000155592	-0.10954731366509707	-3.3704648781809627	0.0009234278911996345	88	90	0.07837547312468426
ENSG00000132376	-0.053308118835797114	-3.367879474283393	0.000933277925264462	88	90	0.07837547312468426
ENSG00000141441	-0.12724234092494702	-3.3672151852590164	0.0009341860952661997	88	90	0.07837547312468426
ENSG00000170677	-0.09834951275585047	-3.3689974506037736	0.0009357683840673542	88	90	0.07837547312468426
ENSG00000141425	-0.07837577166882559	-3.3679322173875024	0.0009358161606321613	88	90	0.07837547312468426
ENSG00000178665	-0.10924030305222265	-3.3652593505858994	0.000939696094620922	88	90	0.07837547312468426
ENSG00000182700	-0.0843418280365178	-3.366652954929264	0.000944227584284751	88	90	0.07837547312468426
ENSG00000137962	-0.16967625601723557	-3.3641882466272635	0.0009577420962513823	88	90	0.07899920305896793
ENSG00000141519	-0.15866260332170135	-3.358255098236511	0.0009614291416258549	88	90	0.07899920305896793
ENSG00000259642	-0.11987739523109653	-3.355226380057508	0.0009724129199731874	88	90	0.07899920305896793
ENSG00000132535	-0.15996151690910132	-3.354663538497914	0.0009742869273044847	88	90	0.07899920305896793
ENSG00000081177	-0.07529832674805892	-3.3560476435340103	0.000978658386207029	88	90	0.07899920305896793
ENSG00000224687	-0.13505392534303495	-3.354123821443654	0.000979462602988549	88	90	0.07899920305896793
ENSG00000108423	-0.09060980957040154	-3.35191992534424	0.0009954656177401774	88	90	0.0798756046533203
ENSG00000130717	-0.05167558771498104	-3.346769298855957	0.0009996712904737437	88	90	0.0798756046533203
ENSG00000109762	-0.09782486461127027	-3.3585032625201774	0.0010078128324047242	88	90	0.07990857878260253
ENSG00000151914	-0.12398338043807478	-3.3576542285875184	0.0010094305524909145	88	90	0.07990857878260253
ENSG00000005448	-0.09637781303484871	-3.3428876206212017	0.001017976696260391	88	90	0.08021374898320933
ENSG00000168056	-0.09130324816491919	-3.3384238776083293	0.0010347919924457172	88	90	0.08036662503420647
ENSG00000168778	-0.10223342836808902	-3.337557340526665	0.0010375835165299773	88	90	0.08036662503420647
ENSG00000006576	-0.1235552864796774	-3.337133602273453	0.0010394379725922618	88	90	0.08036662503420647
ENSG00000111785	-0.10557681712445777	-3.335422865193841	0.0010405397436966555	88	90	0.08036662503420647
ENSG00000144824	-0.1653685001230496	-3.342267111567893	0.0010440346240851539	88	90	0.08036662503420647
ENSG00000108578	-0.07400992589860422	-3.330682960954321	0.0010602137558181248	88	90	0.08036662503420647
ENSG00000121289	-0.07803437875028463	-3.3351137994682802	0.0010641910262139996	88	90	0.08036662503420647
ENSG00000164576	-0.07236807445769733	-3.332210438331538	0.0010669641791420277	88	90	0.08036662503420647
ENSG00000273355	-0.16943998724511977	-3.3268963308438617	0.0010693332607804517	88	90	0.08036662503420647
ENSG00000205423	-0.09225420228879111	-3.340681184661584	0.0010694160767575843	88	90	0.08036662503420647
ENSG00000198682	-0.10066767574818813	-3.3311820420534852	0.0010752871283235543	88	90	0.08036662503420647
ENSG00000166780	-0.12691859974457342	-3.3287261831152413	0.0010763177456478905	88	90	0.08036662503420647
ENSG00000173960	-0.08118545878176331	-3.3242120787915197	0.0010823158635148097	88	90	0.08046312587060753
ENSG00000080298	-0.14002081123591226	-3.3168360818401084	0.0011076190530677967	88	90	0.08198778436539504
ENSG00000130559	-0.08690533377542753	-3.317913436497274	0.0011127350083253661	88	90	0.08201144787653206
ENSG00000167842	-0.0756213349644761	-3.3109863117822984	0.0011396842218373466	88	90	0.08319579094804422
ENSG00000169762	-0.07800510668708638	-3.309947305900357	0.0011404023651531074	88	90	0.08319579094804422
ENSG00000134049	-0.0742648129406045	-3.306362695045685	0.001147126141225204	88	90	0.08319579094804422
ENSG00000286177	-0.15244359524589668	-3.3076667397119732	0.001148596857152033	88	90	0.08319579094804422
ENSG00000196968	-0.08942267700512696	-3.311617411916826	0.0011559642867863304	88	90	0.08319579094804422
ENSG00000154845	-0.07008402176830364	-3.304227551603336	0.0011579974411155345	88	90	0.08319579094804422
ENSG00000168005	-0.06779800876289466	-3.3089080845836474	0.0011634685411805073	88	90	0.08323911542111086
ENSG00000113638	-0.1072932979154213	-3.304136762821768	0.0011765181323786145	88	90	0.08351274816499496
ENSG00000177485	-0.0787734504829074	-3.299142431058647	0.0011770613666158129	88	90	0.08351274816499496
ENSG00000167740	-0.07314769381971065	-3.297664355825004	0.0011885853095791124	88	90	0.08370869453771014
ENSG00000147400	-0.05239480561317089	-3.2954281634807248	0.0011896141746689027	88	90	0.08370869453771014
ENSG00000120709	-0.09311225105258991	-3.2997641899535024	0.001205117050109831	88	90	0.08443994780962236
ENSG00000144354	0.2571545266879589	3.291649298247401	0.0012098828711244796	88	90	0.08443994780962236
ENSG00000072849	-0.043982133106625465	-3.28674544696778	0.0012239316170722598	88	90	0.08466782985599873
ENSG00000171155	-0.05344539364276324	-3.2878887136416926	0.0012341131309300947	88	90	0.08466782985599873
ENSG00000204060	-0.16316301383828158	-3.2834648910340696	0.0012370781840419889	88	90	0.08466782985599873
ENSG00000125875	-0.061040582405469834	-3.2871049946565205	0.0012439306129027345	88	90	0.08466782985599873
ENSG00000100311	-0.11513424408449202	-3.291337362131592	0.0012467349468450037	88	90	0.08466782985599873
ENSG00000006740	-0.1733973724452913	-3.27908749661106	0.0012553086367690655	88	90	0.08466782985599873
ENSG00000139624	-0.06260049043381999	-3.2838254208587214	0.0012626287840829	88	90	0.08466782985599873
ENSG00000084731	-0.1434289585580606	-3.2809390535769385	0.0012644688619852659	88	90	0.08466782985599873
ENSG00000176714	-0.11864059828339935	-3.279907012006478	0.0012645378713566167	88	90	0.08466782985599873
ENSG00000259431	-0.10865045460764988	-3.280443768108339	0.0012741403026689684	88	90	0.08466782985599873
ENSG00000145919	-0.041428059785657556	-3.2759394940520465	0.001277006195255448	88	90	0.08466782985599873
ENSG00000221909	-0.07756326277300651	-3.2755712248764874	0.0012825904290547313	88	90	0.08466782985599873
ENSG00000171298	-0.07292418736643214	-3.2754483254104634	0.0012888000696239083	88	90	0.08466782985599873
ENSG00000105993	-0.07234815387370519	-3.2794706099738624	0.0012888635109615367	88	90	0.08466782985599873
ENSG00000196182	-0.06020229394566501	-3.2701391984503374	0.001293245225182671	88	90	0.08466782985599873
ENSG00000252915	-0.29910722299323456	-3.2830077699889775	0.0012975679955611215	88	90	0.08466782985599873
ENSG00000108306	-0.08679848137755974	-3.281491597963632	0.0012987263094128667	88	90	0.08466782985599873
ENSG00000139629	0.1942213123253267	3.2739917938439924	0.0013022772824216426	88	90	0.08466782985599873
ENSG00000113621	-0.06220517696658101	-3.2682929507196685	0.0013130567257124113	88	90	0.0848217821948652
ENSG00000158023	-0.14190814298515786	-3.2630540826876695	0.0013240707800134235	88	90	0.0848217821948652
ENSG00000232640	-0.1045459072661008	-3.2624240692035054	0.00133572662581954	88	90	0.0848217821948652
ENSG00000116497	-0.09709855861018779	-3.2703563826091395	0.0013370363311397324	88	90	0.0848217821948652
ENSG00000113595	-0.11377633819086519	-3.2608278696358615	0.0013460266884785903	88	90	0.0848217821948652
ENSG00000166377	-0.10271187462705234	-3.25939595471997	0.0013510443631192272	88	90	0.0848217821948652
ENSG00000200550	-0.2404297015776058	-3.259431786116075	0.001351454178752328	88	90	0.0848217821948652
ENSG00000228451	-0.12256454850142551	-3.2536207487245004	0.0013686806890640742	88	90	0.0848217821948652
