gene	mean_diff	tstat	p	n_males	n_females	fdr
ENSG00000006756	-0.10981744856315023	-4.567457629071129	9.683357065646067e-06	98	80	0.007198944455020961
ENSG00000286431	-0.19739501632980505	-4.350697793995416	2.295254473589685e-05	98	80	0.016352731768295842
ENSG00000228906	-0.2431526461728597	-4.266546209447193	3.254187786874837e-05	98	80	0.022257342787109134
ENSG00000186312	-0.11504623047477969	-4.046952243627445	7.887001618365826e-05	98	80	0.051869169489398945
ENSG00000175197	0.10559758857542434	3.9208643291451386	0.00012627194796108963	98	80	0.07996755696987672
ENSG00000056998	-0.1724439770167696	-3.8826700777434753	0.0001462358663222251	98	80	0.08930310993727596
ENSG00000101846	-0.16445771873114134	-3.8419770437949174	0.00017196377779365895	98	80	0.10139340125840601
ENSG00000196459	-0.087813852829431	-3.814165098062389	0.00018898458068553883	98	80	0.10680912139054977
ENSG00000064225	-0.18743626052401452	-3.8083960255248206	0.00019364189502936094	98	80	0.10680912139054977
ENSG00000279413	-0.14761425044452392	-3.724365278985513	0.0002670151291693657	98	80	0.14267786542709324
ENSG00000258484	0.2480607656724627	3.6615445614760467	0.000331416069511671	98	80	0.17172373856303222
ENSG00000149243	0.17566142127154993	3.635706601036415	0.0003645794586502071	98	80	0.18335129892529092
ENSG00000046647	-0.06382567290394237	-3.6062048097783537	0.0004050147072759981	98	80	0.19786704227749405
ENSG00000277782	-0.10790289161669664	-3.5274217622510244	0.0005363145041658751	98	80	0.25473449185367497
ENSG00000169239	-0.12580780716741158	-3.4938060336517256	0.0006026158626444414	98	80	0.27848996311776497
ENSG00000270959	-0.12409044493632448	-3.4642148584261054	0.0006701789201364152	98	80	0.3015628777740148
ENSG00000006638	-0.14204673208587626	-3.4378076579995014	0.0007377971852664727	98	80	0.32347677104798506
ENSG00000239830	-0.30098909230936033	-3.3517080814349356	0.0009830730846587719	98	80	0.41265247865593047
ENSG00000154127	-0.20287527857356147	-3.352713237478106	0.0009894585428909966	98	80	0.41265247865593047
ENSG00000046651	-0.07164152493272757	-3.328950181096984	0.0010618806482687842	98	80	0.43231183820828434
ENSG00000168806	-0.09191002089774813	-3.287654032757326	0.0012202331212328808	98	80	0.477515244233662
ENSG00000176896	-0.09880677302247953	-3.285869360065351	0.001230258238566844	98	80	0.477515244233662
ENSG00000183943	-0.1238628559839583	-3.2776129328460963	0.0012654009856217687	98	80	0.477515244233662
ENSG00000242371	-0.3763100709757916	-3.271704922372286	0.0012912341213220714	98	80	0.477515244233662
ENSG00000186407	-0.2637014275161935	-3.2669168991530797	0.0013125455569905908	98	80	0.477515244233662
ENSG00000147113	-0.13301407147333344	-3.2284011108669253	0.0014851841266208634	98	80	0.5290659037727113
ENSG00000130741	-0.039024096414923104	-3.19003741388467	0.001692987707500247	98	80	0.5889802237708847
ENSG00000022556	-0.388548155830031	-3.183419735157727	0.001722265114249034	98	80	0.5889802237708847
ENSG00000104899	0.3060513006228289	3.1733370299455306	0.0017962106490442796	98	80	0.6022236448629046
ENSG00000166148	-0.21963631461106137	-3.144618614905539	0.001954879519664682	98	80	0.6310954086335182
ENSG00000180155	-0.16066694434090234	-3.1442710430209027	0.001956141099337766	98	80	0.6310954086335182
ENSG00000180914	-0.2115115092128632	-3.11944209075094	0.002118532933984443	98	80	0.6708295303370369
ENSG00000211897	-0.2693462786794649	-3.100826631916365	0.002250369329367436	98	80	0.6996193665973416
ENSG00000273264	-0.1570667146207847	-3.0737369525562412	0.002460431345759376	98	80	0.7512663496632066
ENSG00000222037	-0.3185229491014949	-3.0575679371930415	0.002584196351535435	98	80	0.7752135686825333
ENSG00000211896	-0.20556442209140657	-3.036076388406112	0.002763692548267563	98	80	0.8147651531521908
ENSG00000134817	-0.14900224260001194	-3.0240994571770474	0.0028876827905872423	98	80	0.8274016246361305
ENSG00000004478	0.06839654455787514	3.0166079154911225	0.002937018625657572	98	80	0.8274016246361305
ENSG00000265107	-0.1437628375076101	-3.0070412309793917	0.003028266058271294	98	80	0.8274016246361305
ENSG00000174944	-0.22951329273160748	-3.005656062042012	0.003039445703172204	98	80	0.8274016246361305
ENSG00000137077	-0.25213318501300774	-3.001306565814615	0.0030964377091634047	98	80	0.8274016246361305
ENSG00000163666	-0.11313888587974441	-2.986266080579748	0.003235380263164868	98	80	0.8274016246361305
ENSG00000211651	-0.2908514976970169	-2.98359039769417	0.0032597511929786816	98	80	0.8274016246361305
ENSG00000266405	-0.15019022161508877	-2.9807074339664963	0.003312773462780672	98	80	0.8274016246361305
ENSG00000200879	0.24940244473524498	2.96238282605592	0.0034975322749580206	98	80	0.8274016246361305
ENSG00000227372	-0.13503055796921926	-2.963466999398554	0.0035101392534739595	98	80	0.8274016246361305
ENSG00000176014	-0.10381551011201173	-2.956994643630646	0.0035745810380187174	98	80	0.8274016246361305
ENSG00000282870	0.17720763206161028	2.9439001100342685	0.003699772971441345	98	80	0.8274016246361305
ENSG00000177410	0.10019323013978054	2.941660108740868	0.003705248545167391	98	80	0.8274016246361305
ENSG00000155307	-0.1949195406918911	-2.9336843349608244	0.003798759986524958	98	80	0.8274016246361305
ENSG00000279267	-0.12405671063358148	-2.9243217521366422	0.003907790308777837	98	80	0.8274016246361305
ENSG00000272077	-0.11810722858566947	-2.9252176654831916	0.003913165687277501	98	80	0.8274016246361305
ENSG00000100368	-0.18881212610136	-2.9193785531082783	0.003971741293765519	98	80	0.8274016246361305
ENSG00000224041	-0.3253117032292674	-2.9138810962061927	0.004033733517227305	98	80	0.8274016246361305
ENSG00000064989	-0.15394602996442996	-2.913959644865513	0.004045586451947244	98	80	0.8274016246361305
ENSG00000182287	-0.10386809882320192	-2.912779722302993	0.004049107751639782	98	80	0.8274016246361305
ENSG00000211640	-0.2702488296234544	-2.9102607593084904	0.004078456065256732	98	80	0.8274016246361305
ENSG00000276775	-0.35446416273636183	-2.909950735155391	0.004081840614563921	98	80	0.8274016246361305
ENSG00000287168	-0.18442071453193343	-2.9069414147229287	0.004135071357542915	98	80	0.8274016246361305
ENSG00000082212	-0.09698363415039823	-2.8975682343346087	0.004240361179317406	98	80	0.8274016246361305
ENSG00000077943	-0.17979120348969846	-2.8962628224237124	0.004258770585365241	98	80	0.8274016246361305
ENSG00000137393	-0.1076376130317418	-2.888167303572901	0.004361522652919653	98	80	0.8274016246361305
ENSG00000198185	-0.16207919797073944	-2.885630493335351	0.004406334531396965	98	80	0.8274016246361305
ENSG00000211611	-0.35614101533262144	-2.870990301936726	0.004598257354421323	98	80	0.8274016246361305
ENSG00000185633	-0.10911259597143586	-2.871210008148315	0.004599125558591512	98	80	0.8274016246361305
ENSG00000228451	-0.10829513373572586	-2.857423828460899	0.004795448549481287	98	80	0.8274016246361305
ENSG00000113749	-0.1813333693275836	-2.856007194150571	0.0048071755453530296	98	80	0.8274016246361305
ENSG00000087589	-0.18214638709372855	-2.855376621323343	0.004817848768950081	98	80	0.8274016246361305
ENSG00000234636	-0.12687311441375615	-2.8517656071194524	0.004878977463917446	98	80	0.8274016246361305
ENSG00000149531	0.09963478750009047	2.8588415766029707	0.00489400483564005	98	80	0.8274016246361305
ENSG00000286388	-0.11450052713312453	-2.850160431842928	0.004925480556786526	98	80	0.8274016246361305
ENSG00000211970	-0.3365596359881311	-2.839870408311638	0.005052231639725831	98	80	0.8274016246361305
ENSG00000277369	-0.12102034070198653	-2.8332588369858316	0.005197701384971946	98	80	0.8274016246361305
ENSG00000211892	-0.301456746419031	-2.8276160101474352	0.005240751477616295	98	80	0.8274016246361305
ENSG00000286964	-0.1367158977629368	-2.8237106069642284	0.005332249954072793	98	80	0.8274016246361305
ENSG00000260710	0.27957473957459733	2.8188392831591043	0.005397399405799954	98	80	0.8274016246361305
ENSG00000260997	-0.19725279420526376	-2.81531937535252	0.005463792518127259	98	80	0.8274016246361305
ENSG00000263325	0.23547476692081193	2.8147569251619653	0.005496655113871218	98	80	0.8274016246361305
ENSG00000131378	-0.10872816188769896	-2.813615003556169	0.005511629987194769	98	80	0.8274016246361305
ENSG00000211949	-0.24083989776822934	-2.803347752806114	0.005639818314633663	98	80	0.8274016246361305
ENSG00000102096	-0.09697650036844685	-2.800047125347872	0.005681163010390695	98	80	0.8274016246361305
ENSG00000100365	-0.1330297103280178	-2.797697043328863	0.005737181153473938	98	80	0.8274016246361305
ENSG00000211893	-0.22162050156380175	-2.792718210663157	0.005813318538741006	98	80	0.8274016246361305
ENSG00000230513	-0.12447408897377432	-2.7928477287457083	0.0058180152803622215	98	80	0.8274016246361305
ENSG00000211598	-0.218603942176276	-2.789934313260993	0.005862982405632102	98	80	0.8274016246361305
ENSG00000140945	-0.17948114212492994	-2.787264383031939	0.005911719705048291	98	80	0.8274016246361305
ENSG00000251546	-0.31945740266994105	-2.7867313270601497	0.005923182103174969	98	80	0.8274016246361305
ENSG00000113555	-0.0979948641511652	-2.781450729749247	0.006006643091287231	98	80	0.8274016246361305
ENSG00000197646	-0.191545530970207	-2.777994572173957	0.006063353522126429	98	80	0.8274016246361305
ENSG00000211946	-0.3285036522246765	-2.7754418572927926	0.006115713387962069	98	80	0.8274016246361305
ENSG00000152240	-0.0556637430099145	-2.769226041217715	0.006221450720606178	98	80	0.8274016246361305
ENSG00000274349	-0.10479794081640015	-2.76966348982918	0.006230062338857199	98	80	0.8274016246361305
ENSG00000154783	-0.11585553943550808	-2.7661103955417627	0.006290956703559238	98	80	0.8274016246361305
ENSG00000074660	-0.09636128727669857	-2.7656845474093252	0.006292395342188924	98	80	0.8274016246361305
ENSG00000120279	-0.12953628814771978	-2.7639483288302706	0.0063188582660377995	98	80	0.8274016246361305
ENSG00000132141	-0.10322239356114826	-2.762470160507077	0.006404966081984878	98	80	0.8274016246361305
ENSG00000142544	0.09944981388181207	2.759657302531043	0.00641471621524198	98	80	0.8274016246361305
ENSG00000140848	-0.08325189949994316	-2.7574156156631853	0.006444187476301458	98	80	0.8274016246361305
ENSG00000224373	-0.2721422325793088	-2.756132444447084	0.006466386492248151	98	80	0.8274016246361305
ENSG00000116678	-0.167207691192246	-2.753734286860752	0.00651117054444003	98	80	0.8274016246361305
ENSG00000128829	-0.0661426751071943	-2.755472277640381	0.006522425538970611	98	80	0.8274016246361305
ENSG00000101017	-0.11584245815291672	-2.755798692543032	0.006562962076271671	98	80	0.8274016246361305
ENSG00000244437	-0.24905044021704192	-2.7499936355480443	0.006585983295328452	98	80	0.8274016246361305
ENSG00000232810	-0.20708341272946362	-2.746187071017499	0.006670051583747718	98	80	0.8274016246361305
ENSG00000232629	-0.18152723625513012	-2.7457998121251395	0.0066722909882334655	98	80	0.8274016246361305
ENSG00000164035	-0.15506458181099592	-2.743400780785646	0.006716811210073695	98	80	0.8274016246361305
ENSG00000135940	0.03663603458185438	2.740863316456548	0.006771645037770025	98	80	0.8274016246361305
ENSG00000270062	-0.14983882063952514	-2.7398092683679582	0.006780992762635811	98	80	0.8274016246361305
ENSG00000279307	-0.11521675343970483	-2.736264470555333	0.006851336096845936	98	80	0.8274016246361305
ENSG00000253755	-0.24454307339297987	-2.73306248528628	0.00691550167454559	98	80	0.8274016246361305
ENSG00000134954	-0.08783773271578621	-2.722205317804027	0.007150263262885536	98	80	0.8274016246361305
ENSG00000241351	-0.230674840868204	-2.7172399887228655	0.007258094045352511	98	80	0.8274016246361305
ENSG00000239951	-0.2191562718464719	-2.717126764555236	0.00729143784612166	98	80	0.8274016246361305
ENSG00000204388	0.08911346830890254	2.709497162869357	0.007406772330975955	98	80	0.8274016246361305
ENSG00000124486	-0.05700120352396221	-2.7084575457232205	0.007443764216546976	98	80	0.8274016246361305
ENSG00000172575	-0.18069403567421127	-2.7007981310561693	0.007594869693834466	98	80	0.8274016246361305
ENSG00000225905	-0.15626051065175584	-2.7007333798505853	0.007604176646097617	98	80	0.8274016246361305
ENSG00000131477	-0.07887539473815242	-2.6983609345753043	0.00764946188285934	98	80	0.8274016246361305
ENSG00000277161	-0.07260458630170064	-2.698428181373154	0.007662658430886215	98	80	0.8274016246361305
ENSG00000211597	-0.31644181903547164	-2.691125412511802	0.007809081433058276	98	80	0.8274016246361305
ENSG00000146094	-0.13385148151675708	-2.688073714797236	0.007880729102488078	98	80	0.8274016246361305
ENSG00000158887	-0.1503836149703519	-2.680135350770995	0.008075832968143121	98	80	0.8274016246361305
ENSG00000167077	-0.15404538136655188	-2.679268054349942	0.00810031094575094	98	80	0.8274016246361305
ENSG00000163600	-0.2135717877223291	-2.6771936143656774	0.008135596345587156	98	80	0.8274016246361305
ENSG00000121064	-0.0762970173701838	-2.6729942859958515	0.008249798932367419	98	80	0.8274016246361305
ENSG00000167968	0.17915452345505523	2.67360172098097	0.008304191458831666	98	80	0.8274016246361305
ENSG00000136490	-0.12746092843832102	-2.6693715905755484	0.00831041093106201	98	80	0.8274016246361305
ENSG00000004468	-0.21529150573281997	-2.6688131758172546	0.008335958041718132	98	80	0.8274016246361305
ENSG00000287382	-0.15224916810310507	-2.667415298665547	0.008367962036066389	98	80	0.8274016246361305
ENSG00000122986	-0.14550545566727235	-2.662663734578784	0.008471216991927565	98	80	0.8274016246361305
ENSG00000198081	-0.0770089941471892	-2.6641640967288773	0.008474030703958376	98	80	0.8274016246361305
ENSG00000282639	-0.36225488706976816	-2.660537688423796	0.0085389880799477	98	80	0.8274016246361305
ENSG00000254056	-0.27774189656225323	-2.652709435758742	0.008778582098568759	98	80	0.8274016246361305
ENSG00000151790	-0.2022914642150675	-2.645669192563787	0.008892659553251265	98	80	0.8274016246361305
ENSG00000271122	-0.08009959633983588	-2.645509683048181	0.008895514879451654	98	80	0.8274016246361305
ENSG00000258744	-0.10586762088965096	-2.64462204851397	0.008923513686921486	98	80	0.8274016246361305
ENSG00000167618	-0.22017842547757804	-2.641612899428382	0.009016955246339806	98	80	0.8274016246361305
ENSG00000152990	-0.07255073854867655	-2.639406212938922	0.009060247044440337	98	80	0.8274016246361305
ENSG00000135636	-0.11165865586539958	-2.6327396932012115	0.009233311247984871	98	80	0.8274016246361305
ENSG00000048462	-0.2692060891416166	-2.63156836320137	0.009306064064699011	98	80	0.8274016246361305
ENSG00000110031	-0.09646178858747056	-2.629689065925702	0.009314043091222655	98	80	0.8274016246361305
ENSG00000059691	-0.05894150580484059	-2.6277663391330277	0.009353853872982121	98	80	0.8274016246361305
ENSG00000169744	-0.11478430469532608	-2.6270883265396563	0.009394325309794567	98	80	0.8274016246361305
ENSG00000104369	0.1362192160113549	2.619532536272072	0.009576556402532955	98	80	0.8274016246361305
ENSG00000285928	-0.12583777011524067	-2.6186222609031224	0.009600162374434696	98	80	0.8274016246361305
ENSG00000238249	-0.10757268912473972	-2.6166226126796195	0.009692502386469312	98	80	0.8274016246361305
ENSG00000211933	-0.26720167405830253	-2.612049880913472	0.0097877296011476	98	80	0.8274016246361305
ENSG00000165178	-0.1834263743596971	-2.6115382326248002	0.009794409737400511	98	80	0.8274016246361305
ENSG00000101255	0.09575895907189436	2.6111300090209393	0.009847434796780246	98	80	0.8274016246361305
ENSG00000282651	-0.37828270694786026	-2.6096020159758413	0.009866984939558256	98	80	0.8274016246361305
ENSG00000176945	0.1780515264541389	2.6140019210465306	0.009868241068690947	98	80	0.8274016246361305
ENSG00000211593	-0.38342221957225786	-2.6086553868682367	0.009885423969452712	98	80	0.8274016246361305
ENSG00000168386	-0.10786343478362248	-2.6090986276513473	0.009902759695416909	98	80	0.8274016246361305
ENSG00000162692	-0.1515262686002794	-2.6109317548995987	0.009920081941524751	98	80	0.8274016246361305
ENSG00000211592	-0.13170969793058207	-2.607689591185046	0.009929701156630296	98	80	0.8274016246361305
ENSG00000150048	-0.13946093641114654	-2.606576483760603	0.009932117683639741	98	80	0.8274016246361305
ENSG00000165168	-0.1391397467625941	-2.601730450741736	0.010065439948048857	98	80	0.8274016246361305
ENSG00000177791	-0.15336082095441106	-2.6014680938586277	0.010082817183605805	98	80	0.8274016246361305
ENSG00000278212	0.1287318556944932	2.5984081778793455	0.01017515278375495	98	80	0.8274016246361305
ENSG00000163378	-0.07895827130335542	-2.6003314736933905	0.010177239784043939	98	80	0.8274016246361305
ENSG00000151702	-0.1394386115879278	-2.596693884564911	0.01020858410913489	98	80	0.8274016246361305
ENSG00000064703	-0.06606304252743667	-2.595930066491291	0.010239238634475541	98	80	0.8274016246361305
ENSG00000104951	-0.1616208909174326	-2.593162678305076	0.010310384005067794	98	80	0.8274016246361305
ENSG00000160326	-0.11136497080579488	-2.5931295856175485	0.010312234855478357	98	80	0.8274016246361305
ENSG00000106351	0.066039738713914	2.5888857929536475	0.010459525616337574	98	80	0.8274016246361305
ENSG00000078401	-0.12313403947793855	-2.5878486348424183	0.010482176957464081	98	80	0.8274016246361305
ENSG00000108375	0.14235514966292473	2.5951059530210583	0.010511754696557353	98	80	0.8274016246361305
ENSG00000148948	-0.16627369416411142	-2.5792099241337505	0.010744273823271602	98	80	0.8274016246361305
ENSG00000075131	-0.07061371186843912	-2.5782685447104394	0.010764520539048946	98	80	0.8274016246361305
ENSG00000169245	-0.201685396948192	-2.573698153696145	0.01088625750828841	98	80	0.8274016246361305
ENSG00000198890	-0.06803215359318937	-2.5744156246076986	0.010893198886827339	98	80	0.8274016246361305
ENSG00000133574	-0.09762692783634996	-2.5716647680281284	0.010947871815459746	98	80	0.8274016246361305
ENSG00000182885	-0.1960977658539096	-2.570860910722647	0.011000303169440959	98	80	0.8274016246361305
ENSG00000211943	-0.24246332315692998	-2.5670199763488215	0.011094782968208526	98	80	0.8274016246361305
ENSG00000276547	-0.21212083837424522	-2.5644322165223175	0.011199349965661645	98	80	0.8274016246361305
ENSG00000184363	0.1120074141562295	2.5700558187315776	0.01125073394426955	98	80	0.8274016246361305
ENSG00000260317	-0.12350063539755407	-2.5620634545453145	0.01126718715709891	98	80	0.8274016246361305
ENSG00000196345	-0.10965138434804045	-2.5607630046617165	0.011308957584534454	98	80	0.8274016246361305
ENSG00000131042	-0.15835701846714767	-2.559310376595759	0.011329375036050492	98	80	0.8274016246361305
ENSG00000136114	-0.11240487781857089	-2.5574131817057864	0.011392182400076188	98	80	0.8274016246361305
ENSG00000027697	-0.05007677300732016	-2.5569995752595887	0.011416528451336967	98	80	0.8274016246361305
ENSG00000187474	-0.16328214633295612	-2.5538885969154563	0.011520753972271168	98	80	0.8274016246361305
ENSG00000162711	-0.16700311913384658	-2.552123131307036	0.01155694134728516	98	80	0.8274016246361305
ENSG00000170379	-0.1365647188979886	-2.548653108559093	0.01168531090685861	98	80	0.8274016246361305
ENSG00000170231	0.30652742450930615	2.5458692145338575	0.011787756436469947	98	80	0.8274016246361305
ENSG00000164038	-0.14539355464743986	-2.5445063287761536	0.011806052288383282	98	80	0.8274016246361305
ENSG00000163376	-0.15715303389022606	-2.544390773667415	0.011824451020000503	98	80	0.8274016246361305
ENSG00000168398	-0.10470230285518412	-2.544519421046337	0.01183679865138989	98	80	0.8274016246361305
ENSG00000137962	-0.12425940118376966	-2.544817905207387	0.011872899934196482	98	80	0.8274016246361305
ENSG00000140379	-0.15419539552198946	-2.5391185365538833	0.01197931157118905	98	80	0.8274016246361305
ENSG00000276070	-0.18558533240302677	-2.538960164222068	0.011990781230433371	98	80	0.8274016246361305
ENSG00000211625	-0.2860409268121873	-2.537949003672414	0.012018374121668235	98	80	0.8274016246361305
ENSG00000146592	-0.14665110914333046	-2.5364385721254794	0.012071578605701051	98	80	0.8274016246361305
ENSG00000272602	-0.09923429638564718	-2.5430108109240157	0.012079186026170315	98	80	0.8274016246361305
ENSG00000152689	-0.11636972748423147	-2.538163300214268	0.012086569146398692	98	80	0.8274016246361305
ENSG00000155962	-0.12542076933118684	-2.5348713041856326	0.012128610290791802	98	80	0.8274016246361305
ENSG00000066056	-0.09521498723805255	-2.5344745652275966	0.012139820321129247	98	80	0.8274016246361305
ENSG00000154451	-0.20560596461651937	-2.5333272207434554	0.012177771929212586	98	80	0.8274016246361305
ENSG00000234883	-0.15544470300235158	-2.5327407348640647	0.012204126738593198	98	80	0.8274016246361305
ENSG00000243466	-0.2156129550844854	-2.5312118884806454	0.01225217678025952	98	80	0.8274016246361305
ENSG00000259863	-0.11544746662931993	-2.527245852250744	0.01237921792490457	98	80	0.8274016246361305
ENSG00000005302	-0.06636103512360192	-2.5269674438960985	0.012410475896577318	98	80	0.8274016246361305
ENSG00000211941	-0.27528793121091466	-2.5256330259435784	0.012432528161144565	98	80	0.8274016246361305
ENSG00000120156	-0.13148129903148797	-2.5231449416948344	0.012517253105154282	98	80	0.8274016246361305
ENSG00000177666	0.048202728837919206	2.523058462305864	0.012523072562122137	98	80	0.8274016246361305
ENSG00000122188	-0.21716488310229165	-2.524333951156061	0.012527509271578542	98	80	0.8274016246361305
ENSG00000188419	-0.09019987068713475	-2.520193549845312	0.012650602290770072	98	80	0.8274016246361305
ENSG00000174125	-0.1345457727266175	-2.517683799880941	0.01272091704656297	98	80	0.8274016246361305
ENSG00000136286	-0.15378952487596487	-2.516636666807319	0.012742222190403461	98	80	0.8274016246361305
ENSG00000211966	-0.2471661392088853	-2.5142483239881175	0.012847849712012919	98	80	0.8274016246361305
ENSG00000181885	0.07899629723918045	2.517756411954253	0.012874494546498659	98	80	0.8274016246361305
ENSG00000270681	-0.11145676630741752	-2.510840063184054	0.013026716679336513	98	80	0.8274016246361305
ENSG00000169313	-0.20311130788874943	-2.5094320192613484	0.01303299570881924	98	80	0.8274016246361305
ENSG00000069122	-0.09605598531993031	-2.5081521569708176	0.013068990281254533	98	80	0.8274016246361305
ENSG00000131196	-0.1302341433519445	-2.506368047833582	0.01310993274030761	98	80	0.8274016246361305
ENSG00000046653	-0.1460822136101565	-2.5046384794922556	0.013177128160822938	98	80	0.8274016246361305
ENSG00000255883	-0.1119835337709183	-2.502130556866376	0.013263736757299147	98	80	0.8274016246361305
ENSG00000211900	-0.36362236198799525	-2.502139118616856	0.013264064581136822	98	80	0.8274016246361305
ENSG00000099260	-0.1383125005123762	-2.5011567318137256	0.013292406268364403	98	80	0.8274016246361305
ENSG00000111057	0.05772932083467497	2.5002729034916715	0.013391617951297032	98	80	0.8274016246361305
ENSG00000139679	-0.08730986680650377	-2.49918719567277	0.013396334497841628	98	80	0.8274016246361305
ENSG00000211964	-0.2668319967106667	-2.4972998030118507	0.013440380877389337	98	80	0.8274016246361305
ENSG00000178878	-0.1108925021598397	-2.4967761315574784	0.013451941682245809	98	80	0.8274016246361305
ENSG00000185753	-0.06061197940007501	-2.497458474450585	0.013470777968589028	98	80	0.8274016246361305
ENSG00000198783	-0.04480823267348821	-2.4962007794374244	0.013492102503540717	98	80	0.8274016246361305
ENSG00000179387	-0.050482430140809775	-2.494942292298167	0.013546424309413675	98	80	0.8274016246361305
ENSG00000273257	-0.1459975308704613	-2.494507525048104	0.01358377729106888	98	80	0.8274016246361305
ENSG00000120539	-0.07342830808928635	-2.490529991906478	0.01368690790687223	98	80	0.8274016246361305
ENSG00000185115	-0.061818595912081165	-2.4905315564883717	0.013737054076842621	98	80	0.8274016246361305
ENSG00000244575	-0.277888916571853	-2.4878207237476304	0.013783327612711943	98	80	0.8274016246361305
ENSG00000167608	0.07379814478519675	2.49626046760104	0.013805317682412912	98	80	0.8274016246361305
ENSG00000271646	-0.0824245312766636	-2.4883889126061796	0.013807362920919572	98	80	0.8274016246361305
ENSG00000108733	-0.07274188481877464	-2.48682459319343	0.013824376307300688	98	80	0.8274016246361305
ENSG00000124508	-0.09919519964764478	-2.4842117231843424	0.01392765076908427	98	80	0.8274016246361305
ENSG00000114013	-0.14429409086575928	-2.4839894124397905	0.013947603251420075	98	80	0.8274016246361305
ENSG00000162618	-0.10200351784676442	-2.4834597840122266	0.013948377331060456	98	80	0.8274016246361305
ENSG00000182963	-0.12572158717731363	-2.4833440190988507	0.013952487369602952	98	80	0.8274016246361305
ENSG00000171488	-0.12441363110484938	-2.4811473347736097	0.014043442530652808	98	80	0.8274016246361305
ENSG00000188921	-0.14615060071972086	-2.478821080566498	0.014138932510582658	98	80	0.8274016246361305
ENSG00000138685	-0.1767641241467488	-2.477888511288027	0.0141626166141031	98	80	0.8274016246361305
ENSG00000234741	0.05020445989029465	2.472442384889731	0.01438322627865982	98	80	0.8274016246361305
ENSG00000204569	-0.04163562154825273	-2.4713852567082677	0.014414812769299528	98	80	0.8274016246361305
ENSG00000163017	-0.19862844590819018	-2.470196697690691	0.014457994751339534	98	80	0.8274016246361305
ENSG00000188321	-0.08354066033711693	-2.4697066784779196	0.014475982992320132	98	80	0.8274016246361305
ENSG00000255062	-0.07226564352811415	-2.469217285492082	0.014494885973135373	98	80	0.8274016246361305
ENSG00000143185	-0.19286673507566587	-2.469660659064758	0.014512719625906775	98	80	0.8274016246361305
ENSG00000157766	-0.15122675407473218	-2.468855477584269	0.014527733617141027	98	80	0.8274016246361305
ENSG00000115468	-0.11588202044132778	-2.4672505144083874	0.014572021500553848	98	80	0.8274016246361305
ENSG00000171115	-0.12632256929857055	-2.4642734588523116	0.014697646585770427	98	80	0.8274016246361305
ENSG00000278396	-0.09290211836847528	-2.463297680912738	0.014731091828561377	98	80	0.8274016246361305
ENSG00000147065	-0.06553034988056083	-2.466787689112855	0.014738151999001574	98	80	0.8274016246361305
ENSG00000120280	-0.16711348277657945	-2.4624211489088146	0.014762917417106633	98	80	0.8274016246361305
ENSG00000276712	0.22397936941439345	2.4641649212188623	0.01485694031242326	98	80	0.8274016246361305
